"","report_date","trans_date","Ticker","Representative","Transaction","Amount","House","Range","report_lag","overdue","DNR","first_name","last_name","party"
"1059",2021-07-09,2021-05-05,"AMZN","Pete Sessions","Purchase",15001,"Representatives","$15,001-$50,000",65,20,0,"Pete","Sessions","R"
"1060",2021-05-05,2021-05-04,"AMZN","Pete Sessions","Purchase",15001,"Representatives","$15,001-$50,000",1,0,0,"Pete","Sessions","R"
"1061",2021-07-17,2021-05-03,"AMZN","Blake Moore","Purchase",1001,"Representatives","$1,001-$15,000",75,30,0,"Blake","Moore","R"
"1062",2021-06-17,2021-04-20,"AMZN","Pat Fallon","Sale",1001,"Representatives","$1,001-$15,000",58,13,0,"Pat","Fallon","R"
"1063",2021-06-17,2021-04-20,"AMZN","Pat Fallon","Sale",1001,"Representatives","$1,001-$15,000",58,13,0,"Pat","Fallon","R"
"1064",2021-04-15,2021-04-12,"AMZN","Garret Graves","Purchase",1001,"Representatives","$1,001-$15,000",3,0,0,"Garret","Graves","R"
"1065",2021-04-05,2021-03-31,"AMZN","Ashley Hinson","Sale",15001,"Representatives","$15,001-$50,000",5,0,0,"Ashley","Hinson","R"
"1066",2021-07-17,2021-03-26,"AMZN","Blake Moore","Purchase",1001,"Representatives","$1,001-$15,000",113,68,0,"Blake","Moore","R"
"1067",2021-06-17,2021-03-23,"AMZN","Pat Fallon","Sale",1001,"Representatives","$1,001-$15,000",86,41,0,"Pat","Fallon","R"
"1068",2021-04-01,2021-03-18,"AMZN","Donald Beyer","Sale",1001,"Representatives","$1,001-$15,000",14,0,0,"Donald","Beyer","D"
"1069",2021-04-05,2021-03-08,"AMZN","Ashley Hinson","Purchase",1001,"Representatives","$1,001-$15,000",28,0,0,"Ashley","Hinson","R"
"1070",2021-03-24,2021-03-05,"AMZN","Dan Crenshaw","Sale",1001,"Representatives","$1,001-$15,000",19,0,0,"Dan","Crenshaw","R"
"1071",2021-07-17,2021-03-04,"AMZN","Blake Moore","Purchase",1001,"Representatives","$1,001-$15,000",135,90,0,"Blake","Moore","R"
"1072",2021-07-17,2021-03-04,"AMZN","Blake Moore","Purchase",1001,"Representatives","$1,001-$15,000",135,90,0,"Blake","Moore","R"
"1073",2021-07-17,2021-02-25,"AMZN","Blake Moore","Purchase",1001,"Representatives","$1,001-$15,000",142,97,0,"Blake","Moore","R"
"1074",2021-07-17,2021-02-24,"AMZN","Blake Moore","Purchase",1001,"Representatives","$1,001-$15,000",143,98,0,"Blake","Moore","R"
"1075",2021-06-17,2021-02-23,"AMZN","Pat Fallon","Sale",1001,"Representatives","$1,001-$15,000",114,69,0,"Pat","Fallon","R"
"1076",2021-03-16,2021-02-16,"AMZN","Peter Meijer","Sale",100001,"Representatives","$100,001-250,000",28,0,0,"Peter","Meijer","R"
"1077",2021-02-04,2021-02-02,"AMZN","John Curtis","Sale",15001,"Representatives","$15,001-$50,000",2,0,0,"John","Curtis","R"
"1078",2021-02-23,2021-01-28,"AMZN","Peter Meijer","Sale",1001,"Representatives","$1,001-$15,000",26,0,0,"Peter","Meijer","R"
"1079",2021-02-19,2021-01-20,"AMZN","Marjorie Greene","Sale",15001,"Representatives","$15,001-$50,000",30,0,0,"Marjorie","Greene","R"
"1080",2021-02-19,2021-01-20,"AMZN","Marjorie Greene","Sale",1001,"Representatives","$1,001-$15,000",30,0,0,"Marjorie","Greene","R"
"1081",2021-06-17,2021-01-19,"AMZN","Pat Fallon","Sale",1001,"Representatives","$1,001-$15,000",149,104,0,"Pat","Fallon","R"
"1082",2021-01-11,2020-12-31,"AMZN","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",11,0,0,"Gilbert","Cisneros","D"
"1083",2020-12-09,2020-11-20,"AMZN","Joe Morelle","Sale",1001,"Representatives","$1,001-$15,000",19,0,0,"Joe","Morelle","D"
"1084",2020-12-15,2020-11-19,"AMZN","Gilbert Cisneros","Purchase",15001,"Representatives","$15,001-$50,000",26,0,0,"Gilbert","Cisneros","D"
"1085",2020-12-22,2020-11-18,"AMZN","Ed Perlmutter","Purchase",1001,"Representatives","$1,001-$15,000",34,0,0,"Ed","Perlmutter","D"
"1086",2020-11-05,2020-10-29,"AMZN","Gilbert Cisneros","Purchase",15001,"Representatives","$15,001-$50,000",7,0,0,"Gilbert","Cisneros","D"
"1087",2020-12-03,2020-10-21,"AMZN","Dwight Evans","Sale",1001,"Representatives","$1,001-$15,000",43,0,0,"Dwight","Evans","D"
"1088",2020-10-16,2020-10-09,"AMZN","John Curtis","Sale",15001,"Representatives","$15,001-$50,000",7,0,0,"John","Curtis","R"
"1089",2020-10-09,2020-09-23,"AMZN","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",16,0,0,"Dean","Phillips","D"
"1090",2020-09-15,2020-09-03,"AMZN","Alan Lowenthal","Sale",1001,"Representatives","$1,001-$15,000",12,0,0,"Alan","Lowenthal","D"
"1091",2020-09-15,2020-09-03,"AMZN","Alan Lowenthal","Sale",1001,"Representatives","$1,001-$15,000",12,0,0,"Alan","Lowenthal","D"
"1092",2020-09-14,2020-08-11,"AMZN","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",34,0,0,"Gilbert","Cisneros","D"
"1093",2020-08-27,2020-08-07,"AMZN","Joe Courtney","Sale",15001,"Representatives","$15,001-$50,000",20,0,0,"Joe","Courtney","D"
"1094",2020-08-15,2020-07-27,"AMZN","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",19,0,0,"Kevin","Hern","R"
"1095",2020-08-09,2020-07-14,"AMZN","Donald Beyer","Sale",15001,"Representatives","$15,001-$50,000",26,0,0,"Donald","Beyer","D"
"1096",2020-07-24,2020-07-10,"AMZN","Alan Lowenthal","Sale",1001,"Representatives","$1,001-$15,000",14,0,0,"Alan","Lowenthal","D"
"1097",2020-09-04,2020-07-01,"AMZN","K. Conaway","Purchase",50001,"Representatives","$50,001-$100,000",65,20,0,"K.","Conaway","R"
"1098",2020-08-07,2020-06-29,"AMZN","William Timmons","Sale",1001,"Representatives","$1,001-$15,000",39,0,0,"William","Timmons","R"
"1099",2020-08-07,2020-05-28,"AMZN","William Timmons","Purchase",1001,"Representatives","$1,001-$15,000",71,26,0,"William","Timmons","R"
"1100",2020-06-09,2020-05-19,"AMZN","K. Conaway","Purchase",50001,"Representatives","$50,001-$100,000",21,0,0,"K.","Conaway","R"
"1101",2020-06-10,2020-05-18,"AMZN","Josh Gottheimer","Sale",50001,"Representatives","$50,001-$100,000",23,0,0,"Josh","Gottheimer","D"
"1102",2020-05-31,2020-05-01,"AMZN","Donald Beyer","Sale",1001,"Representatives","$1,001-$15,000",30,0,0,"Donald","Beyer","D"
"1103",2020-05-09,2020-04-27,"AMZN","Donald Beyer","Sale",1001,"Representatives","$1,001-$15,000",12,0,0,"Donald","Beyer","D"
"1104",2020-05-09,2020-04-27,"AMZN","Donald Beyer","Sale",1001,"Representatives","$1,001-$15,000",12,0,0,"Donald","Beyer","D"
"1105",2020-06-10,2020-04-21,"AMZN","Ed Perlmutter","Sale",1001,"Representatives","$1,001-$15,000",50,5,0,"Ed","Perlmutter","D"
"1106",2020-05-04,2020-04-15,"AMZN","K. Conaway","Purchase",15001,"Representatives","$15,001-$50,000",19,0,0,"K.","Conaway","R"
"1107",2020-05-04,2020-04-15,"AMZN","K. Conaway","Purchase",15001,"Representatives","$15,001-$50,000",19,0,0,"K.","Conaway","R"
"1108",2020-05-13,2020-04-09,"AMZN","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",34,0,0,"Gilbert","Cisneros","D"
"1109",2020-05-13,2020-04-09,"AMZN","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",34,0,0,"Gilbert","Cisneros","D"
"1110",2020-04-27,2020-04-06,"AMZN","Susan Brooks","Purchase",1001,"Representatives","$1,001-$15,000",21,0,0,"Susan","Brooks","R"
"1111",2020-05-07,2020-04-02,"AMZN","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Dean","Phillips","D"
"1112",2020-05-07,2020-04-02,"AMZN","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Dean","Phillips","D"
"1113",2020-04-09,2020-03-27,"AMZN","John Curtis","Purchase",15001,"Representatives","$15,001-$50,000",13,0,0,"John","Curtis","R"
"1114",2020-04-16,2020-03-26,"AMZN","Kevin Hern","Purchase",100001,"Representatives","$100,001-250,000",21,0,0,"Kevin","Hern","R"
"1115",2020-04-11,2020-03-17,"AMZN","Josh Gottheimer","Purchase",15001,"Representatives","$15,001-$50,000",25,0,0,"Josh","Gottheimer","D"
"1116",2021-08-03,2020-03-17,"AMZN","Cheri Bustos","Sale",15001,"Representatives","$15,001-$50,000",504,459,0,"Cheri","Bustos","D"
"1117",2020-03-22,2020-03-16,"AMZN","Alan Lowenthal","Purchase",1001,"Representatives","$1,001-$15,000",6,0,0,"Alan","Lowenthal","D"
"1118",2020-03-22,2020-03-16,"AMZN","Alan Lowenthal","Purchase",1001,"Representatives","$1,001-$15,000",6,0,0,"Alan","Lowenthal","D"
"1119",2021-03-24,2020-03-12,"AMZN","Dan Crenshaw","Purchase",1001,"Representatives","$1,001-$15,000",377,332,0,"Dan","Crenshaw","R"
"1120",2020-04-09,2020-03-04,"AMZN","John Curtis","Purchase",1001,"Representatives","$1,001-$15,000",36,0,0,"John","Curtis","R"
"1121",2020-03-16,2020-02-26,"AMZN","Josh Gottheimer","Purchase",15001,"Representatives","$15,001-$50,000",19,0,0,"Josh","Gottheimer","D"
"1122",2020-04-05,2020-02-20,"AMZN","Mikie Sherrill","Sale",15001,"Representatives","$15,001-$50,000",45,0,0,"Mikie","Sherrill","D"
"1123",2020-02-22,2020-02-19,"AMZN","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",3,0,0,"Donald","Beyer","D"
"1124",2020-02-27,2020-01-31,"AMZN","David Rouzer","Sale",1001,"Representatives","$1,001-$15,000",27,0,0,"David","Rouzer","R"
"1125",2020-02-11,2020-01-16,"AMZN","Nancy Pelosi","Sale",250001,"Representatives","$250,001-$1,000,000",26,0,0,"Nancy","Pelosi","D"
"1126",2020-02-11,2020-01-16,"AMZN","Nancy Pelosi","Sale",250001,"Representatives","$250,001-$1,000,000",26,0,0,"Nancy","Pelosi","D"
"1127",2020-02-19,2020-01-15,"AMZN","Mikie Sherrill","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Mikie","Sherrill","D"
"1128",2020-02-22,2020-01-10,"AMZN","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",43,0,0,"Donald","Beyer","D"
"1129",2020-07-29,2019-12-31,"AMZN","Joe Courtney","Purchase",1001,"Representatives","$1,001-$15,000",211,166,0,"Joe","Courtney","D"
"1130",2020-04-09,2019-12-23,"AMZN","John Curtis","Sale",1001,"Representatives","$1,001-$15,000",108,63,0,"John","Curtis","R"
"1131",2019-12-14,2019-12-09,"AMZN","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",5,0,0,"Donald","Beyer","D"
"1132",2019-12-20,2019-12-03,"AMZN","Anthony Gonzalez","Sale",15001,"Representatives","$15,001-$50,000",17,0,0,"Anthony","Gonzalez","R"
"1133",2019-12-11,2019-11-27,"AMZN","Roger Marshall","Sale",1001,"Representatives","$1,001-$15,000",14,0,0,"Roger","Marshall","R"
"1134",2019-12-14,2019-11-19,"AMZN","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",25,0,0,"Donald","Beyer","D"
"1135",2019-12-06,2019-11-19,"AMZN","Alan Lowenthal","Purchase",1001,"Representatives","$1,001-$15,000",17,0,0,"Alan","Lowenthal","D"
"1136",2019-12-11,2019-11-15,"AMZN","Roger Marshall","Purchase",1001,"Representatives","$1,001-$15,000",26,0,0,"Roger","Marshall","R"
"1137",2019-12-15,2019-11-07,"AMZN","Kevin Hern","Purchase",1001,"Representatives","$1,001-$15,000",38,0,0,"Kevin","Hern","R"
"1138",2019-11-08,2019-10-31,"AMZN","Alan Lowenthal","Purchase",15001,"Representatives","$15,001-$50,000",8,0,0,"Alan","Lowenthal","D"
"1139",2019-11-08,2019-10-31,"AMZN","Alan Lowenthal","Purchase",1001,"Representatives","$1,001-$15,000",8,0,0,"Alan","Lowenthal","D"
"1140",2019-12-15,2019-10-29,"AMZN","Alan Lowenthal","Purchase",1001,"Representatives","$1,001-$15,000",47,2,0,"Alan","Lowenthal","D"
"1141",2019-11-08,2019-10-18,"AMZN","Cheri Bustos","Purchase",15001,"Representatives","$15,001-$50,000",21,0,0,"Cheri","Bustos","D"
"1142",2019-11-15,2019-10-15,"AMZN","Dwight Evans","Sale",1001,"Representatives","$1,001-$15,000",31,0,0,"Dwight","Evans","D"
"1143",2019-10-08,2019-09-26,"AMZN","K. Conaway","Sale",15001,"Representatives","$15,001-$50,000",12,0,0,"K.","Conaway","R"
"1144",2019-09-26,2019-09-11,"AMZN","Jim Langevin","Sale",1001,"Representatives","$1,001-$15,000",15,0,0,"Jim","Langevin","D"
"1145",2019-09-20,2019-09-05,"AMZN","Joe Morelle","Purchase",1001,"Representatives","$1,001-$15,000",15,0,0,"Joe","Morelle","D"
"1146",2020-04-09,2019-08-02,"AMZN","John Curtis","Purchase",1001,"Representatives","$1,001-$15,000",251,206,0,"John","Curtis","R"
"1147",2019-09-05,2019-07-03,"AMZN","Jim Langevin","Purchase",1001,"Representatives","$1,001-$15,000",64,19,0,"Jim","Langevin","D"
"1148",2019-06-21,2019-06-20,"AMZN","Brad Schneider","Sale",250001,"Representatives","$250,001-$1,000,000",1,0,0,"Brad","Schneider","D"
"1149",2019-06-21,2019-06-19,"AMZN","Brad Schneider","Sale",250001,"Representatives","$250,001-$1,000,000",2,0,0,"Brad","Schneider","D"
"1150",2019-07-11,2019-06-03,"AMZN","Ed Perlmutter","Sale",1001,"Representatives","$1,001-$15,000",38,0,0,"Ed","Perlmutter","D"
"1151",2019-07-08,2019-05-29,"AMZN","Mikie Sherrill","Sale",1001,"Representatives","$1,001-$15,000",40,0,0,"Mikie","Sherrill","D"
"1152",2019-05-14,2019-05-01,"AMZN","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",13,0,0,"Gilbert","Cisneros","D"
"1153",2020-04-09,2019-04-29,"AMZN","John Curtis","Purchase",1001,"Representatives","$1,001-$15,000",346,301,0,"John","Curtis","R"
"1154",2019-04-15,2019-03-25,"AMZN","Van Taylor","Sale",15001,"Representatives","$15,001-$50,000",21,0,0,"Van","Taylor","R"
"1155",2019-03-08,2019-02-26,"AMZN","Gilbert Cisneros","Purchase",1001,"Representatives","$1,001-$15,000",10,0,0,"Gilbert","Cisneros","D"
"1156",2019-02-22,2019-01-18,"AMZN","Ed Perlmutter","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Ed","Perlmutter","D"
"1157",2019-02-18,2019-01-04,"AMZN","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",45,0,0,"Dean","Phillips","D"
"1158",2019-01-29,2019-01-02,"AMZN","Justin Amash","Purchase",1001,"Representatives","$1,001-$15,000",27,0,0,"Justin","Amash","R"
"1159",2018-12-21,2018-12-20,"AMZN","Pete Sessions","Purchase",1001,"Representatives","$1,001-$15,000",1,0,0,"Pete","Sessions","R"
"1160",2018-12-21,2018-12-20,"AMZN","Pete Sessions","Purchase",1001,"Representatives","$1,001-$15,000",1,0,0,"Pete","Sessions","R"
"1161",2018-12-19,2018-11-05,"AMZN","Ed Perlmutter","Purchase",1001,"Representatives","$1,001-$15,000",44,0,0,"Ed","Perlmutter","D"
"1162",2018-11-13,2018-11-01,"AMZN","Justin Amash","Purchase",15001,"Representatives","$15,001-$50,000",12,0,0,"Justin","Amash","R"
"1163",2018-11-13,2018-11-01,"AMZN","Justin Amash","Purchase",15001,"Representatives","$15,001-$50,000",12,0,0,"Justin","Amash","R"
"1164",2018-11-13,2018-11-01,"AMZN","Justin Amash","Purchase",15001,"Representatives","$15,001-$50,000",12,0,0,"Justin","Amash","R"
"1165",2018-11-12,2018-10-26,"AMZN","K. Conaway","Purchase",15001,"Representatives","$15,001-$50,000",17,0,0,"K.","Conaway","R"
"1166",2018-12-21,2018-10-24,"AMZN","Pete Sessions","Purchase",1001,"Representatives","$1,001-$15,000",58,13,0,"Pete","Sessions","R"
"1167",2018-11-08,2018-10-17,"AMZN","Lamar Smith","Purchase",1001,"Representatives","$1,001-$15,000",22,0,0,"Lamar","Smith","R"
"1168",2018-11-08,2018-10-12,"AMZN","Nancy Pelosi","Purchase",1000001,"Representatives","$1,000,001-$5,000,000",27,0,0,"Nancy","Pelosi","D"
"1169",2018-10-09,2018-09-18,"AMZN","Gary Palmer","Sale",1001,"Representatives","$1,001-$15,000",21,0,0,"Gary","Palmer","R"
"1170",2018-09-12,2018-09-07,"AMZN","Barbara Comstock","Purchase",15001,"Representatives","$15,001-$50,000",5,0,0,"Barbara","Comstock","R"
"1171",2018-09-26,2018-08-17,"AMZN","Dwight Evans","Sale",15001,"Representatives","$15,001-$50,000",40,0,0,"Dwight","Evans","D"
"1172",2018-08-10,2018-08-07,"AMZN","Roger Marshall","Sale",1001,"Representatives","$1,001-$15,000",3,0,0,"Roger","Marshall","R"
"1173",2018-08-10,2018-08-03,"AMZN","Roger Marshall","Purchase",1001,"Representatives","$1,001-$15,000",7,0,0,"Roger","Marshall","R"
"1174",2018-09-29,2018-07-31,"AMZN","Gary Palmer","Purchase",1001,"Representatives","$1,001-$15,000",60,15,0,"Gary","Palmer","R"
"1175",2018-12-21,2018-07-27,"AMZN","Pete Sessions","Purchase",15001,"Representatives","$15,001-$50,000",147,102,0,"Pete","Sessions","R"
"1176",2018-09-06,2018-07-27,"AMZN","Nancy Pelosi","Purchase",500001,"Representatives","$500,001",41,0,0,"Nancy","Pelosi","D"
"1177",2018-08-08,2018-07-26,"AMZN","Lamar Smith","Sale",1001,"Representatives","$1,001-$15,000",13,0,0,"Lamar","Smith","R"
"1178",2018-07-26,2018-07-26,"AMZN","Barbara Comstock","Purchase",15001,"Representatives","$15,001-$50,000",0,0,0,"Barbara","Comstock","R"
"1179",2018-08-13,2018-07-18,"AMZN","Tom Rooney","Sale",1001,"Representatives","$1,001-$15,000",26,0,0,"Tom","Rooney","R"
"1180",2018-08-02,2018-06-08,"AMZN","Carlos Curbelo","Purchase",1001,"Representatives","$1,001-$15,000",55,10,0,"Carlos","Curbelo","R"
"1181",2018-12-21,2018-06-07,"AMZN","Pete Sessions","Purchase",1001,"Representatives","$1,001-$15,000",197,152,0,"Pete","Sessions","R"
"1182",2018-09-29,2018-05-22,"AMZN","Gary Palmer","Sale",1001,"Representatives","$1,001-$15,000",130,85,0,"Gary","Palmer","R"
"1183",2018-05-14,2018-04-02,"AMZN","Tom Rooney","Sale",1001,"Representatives","$1,001-$15,000",42,0,0,"Tom","Rooney","R"
"1184",2018-04-24,2018-03-29,"AMZN","Bob Gibbs","Sale",15001,"Representatives","$15,001-$50,000",26,0,0,"Bob","Gibbs","R"
"1185",2018-09-29,2018-03-13,"AMZN","Gary Palmer","Purchase",1001,"Representatives","$1,001-$15,000",200,155,0,"Gary","Palmer","R"
"1186",2018-05-15,2017-05-24,"AMZN","Mario Diaz-Balart","Sale",1001,"Representatives","$1,001-$15,000",356,311,0,"Mario","Diaz-Balart","R"
"1187",2022-02-17,2022-01-06,"AMZN","Susan Collins","Purchase",15001,"Senate","$15,001 - $50,000",42,0,0,"Susan","Collins","R"
"1188",2021-12-10,2021-10-29,"AMZN","John Hickenlooper","Sale",250001,"Senate","$250,001 - $500,000",42,0,0,"John","Hickenlooper","D"
"1189",2020-09-24,2020-09-01,"AMZN","Ron Wyden","Purchase",15001,"Senate","$15,001 - $50,000",23,0,0,"Ron","Wyden","D"
"1190",2020-07-24,2020-07-15,"AMZN","James Inhofe","Sale",15001,"Senate","$15,001 - $50,000",9,0,0,"James","Inhofe","R"
"1191",2020-07-02,2020-06-30,"AMZN","Ron Wyden","Purchase",15001,"Senate","$15,001 - $50,000",2,0,0,"Ron","Wyden","D"
"1192",2020-07-02,2020-06-26,"AMZN","Ron Wyden","Purchase",15001,"Senate","$15,001 - $50,000",6,0,0,"Ron","Wyden","D"
"1193",2020-07-06,2020-06-26,"AMZN","Pat Roberts","Purchase",1001,"Senate","$1,001 - $15,000",10,0,0,"Pat","Roberts","R"
"1194",2020-07-02,2020-06-05,"AMZN","Ron Wyden","Purchase",15001,"Senate","$15,001 - $50,000",27,0,0,"Ron","Wyden","D"
"1195",2020-07-02,2020-06-02,"AMZN","Ron Wyden","Purchase",15001,"Senate","$15,001 - $50,000",30,0,0,"Ron","Wyden","D"
"1196",2020-07-08,2020-05-04,"AMZN","Pat Roberts","Purchase",15001,"Senate","$15,001 - $50,000",65,20,0,"Pat","Roberts","R"
"1197",2020-05-05,2020-05-01,"AMZN","Ron Wyden","Purchase",15001,"Senate","$15,001 - $50,000",4,0,0,"Ron","Wyden","D"
"1198",2020-06-01,2020-05-01,"AMZN","Ron Wyden","Purchase",15001,"Senate","$15,001 - $50,000",31,0,0,"Ron","Wyden","D"
"1199",2020-05-02,2020-04-24,"AMZN","Pat Roberts","Sale",50001,"Senate","$50,001 - $100,000",8,0,0,"Pat","Roberts","R"
"1200",2020-05-02,2020-04-24,"AMZN","Pat Roberts","Purchase",15001,"Senate","$15,001 - $50,000",8,0,0,"Pat","Roberts","R"
"1201",2020-05-05,2020-04-17,"AMZN","Ron Wyden","Purchase",50001,"Senate","$50,001 - $100,000",18,0,0,"Ron","Wyden","D"
"1202",2020-05-08,2020-04-14,"AMZN","David Perdue","Sale",50001,"Senate","$50,001 - $100,000",24,0,0,"David","Perdue","R"
"1203",2020-05-08,2020-04-14,"AMZN","David Perdue","Sale",50001,"Senate","$50,001 - $100,000",24,0,0,"David","Perdue","R"
"1204",2020-05-05,2020-04-06,"AMZN","Ron Wyden","Purchase",50001,"Senate","$50,001 - $100,000",29,0,0,"Ron","Wyden","D"
"1205",2020-03-31,2020-02-27,"AMZN","Kelly Loeffler","Sale",15001,"Senate","$15,001 - $50,000",33,0,0,"Kelly","Loeffler","R"
"1206",2020-05-01,2020-02-25,"AMZN","Kelly Loeffler","Sale",15001,"Senate","$15,001 - $50,000",66,21,0,"Kelly","Loeffler","R"
"1207",2020-05-01,2020-02-24,"AMZN","Kelly Loeffler","Purchase",15001,"Senate","$15,001 - $50,000",67,22,0,"Kelly","Loeffler","R"
"1208",2020-03-31,2020-02-24,"AMZN","Kelly Loeffler","Purchase",15001,"Senate","$15,001 - $50,000",36,0,0,"Kelly","Loeffler","R"
"1209",2020-02-03,2020-01-10,"AMZN","Pat Roberts","Purchase",15001,"Senate","$15,001 - $50,000",24,0,0,"Pat","Roberts","R"
"1210",2020-02-03,2020-01-06,"AMZN","Pat Roberts","Sale",15001,"Senate","$15,001 - $50,000",28,0,0,"Pat","Roberts","R"
"1211",2019-11-03,2019-10-01,"AMZN","Pat Roberts","Sale",1001,"Senate","$1,001 - $15,000",33,0,0,"Pat","Roberts","R"
"1212",2019-10-21,2019-09-25,"AMZN","Jerry Moran","Purchase",1001,"Senate","$1,001 - $15,000",26,0,0,"Jerry","Moran","R"
"1213",2019-08-30,2019-08-14,"AMZN","Pat Roberts","Purchase",15001,"Senate","$15,001 - $50,000",16,0,0,"Pat","Roberts","R"
"1214",2019-04-17,2019-03-11,"AMZN","Shelley Capito","Sale",1001,"Senate","$1,001 - $15,000",37,0,0,"Shelley","Capito","R"
"1215",2019-01-17,2019-01-15,"AMZN","James Inhofe","Sale",100001,"Senate","$100,001 - $250,000",2,0,0,"James","Inhofe","R"
"1216",2019-01-10,2018-12-28,"AMZN","Sheldon Whitehouse","Purchase",1001,"Senate","$1,001 - $15,000",13,0,0,"Sheldon","Whitehouse","D"
"1217",2018-11-13,2018-10-02,"AMZN","Susan Collins","Purchase",15001,"Senate","$15,001 - $50,000",42,0,0,"Susan","Collins","R"
"1218",2018-09-30,2018-08-29,"AMZN","Pat Roberts","Purchase",15001,"Senate","$15,001 - $50,000",32,0,0,"Pat","Roberts","R"
"1219",2018-08-28,2018-07-30,"AMZN","Pat Roberts","Sale",15001,"Senate","$15,001 - $50,000",29,0,0,"Pat","Roberts","R"
"1220",2019-05-10,2018-06-25,"AMZN","Pat Roberts","Purchase",15001,"Senate","$15,001 - $50,000",319,274,0,"Pat","Roberts","R"
"1221",2018-06-28,2018-06-25,"AMZN","Pat Roberts","Purchase",15001,"Senate","$15,001 - $50,000",3,0,0,"Pat","Roberts","R"
"1222",2018-06-28,2018-06-22,"AMZN","Pat Roberts","Sale",15001,"Senate","$15,001 - $50,000",6,0,0,"Pat","Roberts","R"
"1223",2019-05-10,2018-06-22,"AMZN","Pat Roberts","Sale",15001,"Senate","$15,001 - $50,000",322,277,0,"Pat","Roberts","R"
"1224",2018-06-14,2018-06-01,"AMZN","John Hoeven","Purchase",50001,"Senate","$50,001 - $100,000",13,0,0,"John","Hoeven","R"
"1225",2018-06-07,2018-05-07,"AMZN","Sheldon Whitehouse","Purchase",15001,"Senate","$15,001 - $50,000",31,0,0,"Sheldon","Whitehouse","D"
"1226",2018-03-03,2018-02-05,"AMZN","Pat Roberts","Sale",1001,"Senate","$1,001 - $15,000",26,0,0,"Pat","Roberts","R"
"1227",2018-03-03,2018-02-05,"AMZN","Pat Roberts","Sale",1001,"Senate","$1,001 - $15,000",26,0,0,"Pat","Roberts","R"
"1228",2018-03-03,2018-02-05,"AMZN","Pat Roberts","Purchase",15001,"Senate","$15,001 - $50,000",26,0,0,"Pat","Roberts","R"
"1229",2019-05-10,2018-01-25,"AMZN","Pat Roberts","Purchase",1001,"Senate","$1,001 - $15,000",470,425,0,"Pat","Roberts","R"
"1230",2018-01-29,2018-01-25,"AMZN","Pat Roberts","Purchase",1001,"Senate","$1,001 - $15,000",4,0,0,"Pat","Roberts","R"
"1231",2018-01-09,2017-12-29,"AMZN","John Hoeven","Purchase",50001,"Senate","$50,001 - $100,000",11,0,0,"John","Hoeven","R"
"1232",2018-01-04,2017-12-04,"AMZN","David Perdue","Purchase",15001,"Senate","$15,001 - $50,000",31,0,0,"David","Perdue","R"
"1233",2017-12-01,2017-11-07,"AMZN","Pat Roberts","Purchase",1001,"Senate","$1,001 - $15,000",24,0,0,"Pat","Roberts","R"
"1234",2018-06-28,2017-11-07,"AMZN","Pat Roberts","Purchase",1001,"Senate","$1,001 - $15,000",233,188,0,"Pat","Roberts","R"
"1235",2017-12-06,2017-09-27,"AMZN","David Perdue","Purchase",15001,"Senate","$15,001 - $50,000",70,25,0,"David","Perdue","R"
"1236",2017-10-02,2017-09-27,"AMZN","David Perdue","Purchase",15001,"Senate","$15,001 - $50,000",5,0,0,"David","Perdue","R"
"1237",2017-07-10,2017-06-20,"AMZN","Pat Roberts","Purchase",1001,"Senate","$1,001 - $15,000",20,0,0,"Pat","Roberts","R"
"1238",2017-03-01,2017-02-08,"AMZN","David Perdue","Purchase",15001,"Senate","$15,001 - $50,000",21,0,0,"David","Perdue","R"
"1239",2018-07-05,2017-02-08,"AMZN","David Perdue","Purchase",15001,"Senate","$15,001 - $50,000",512,467,0,"David","Perdue","R"
"1240",2016-05-23,2016-04-19,"AMZN","Sheldon Whitehouse","Sale",1001,"Senate","$1,001 - $15,000",34,0,0,"Sheldon","Whitehouse","D"
"1241",2017-08-10,2016-04-19,"AMZN","Sheldon Whitehouse","Sale",1001,"Senate","$1,001 - $15,000",478,433,0,"Sheldon","Whitehouse","D"
"1242",2017-08-10,2016-04-12,"AMZN","Sheldon Whitehouse","Purchase",15001,"Senate","$15,001 - $50,000",485,440,0,"Sheldon","Whitehouse","D"
